user_id,usage_intensity,num_devices,has_camera,num_cameras,video_retention_days,daily_api_calls,iot_msg_per_device_per_day,automation_rules,notifications_enabled,cost_cloudfront,cost_apigw,cost_waf,cost_cognito,cost_iot_core,cost_iot_device_mgmt,cost_kvs_compute,cost_kvs_storage,cost_lambda,cost_step_functions,cost_sns,cost_dynamo_compute,cost_dynamo_storage,cost_timestream_compute,cost_timestream_storage,cost_s3_storage,cost_s3_requests,cost_s3_transfer,cost_cloudwatch,cost_network,cost_storage,cost_compute,cost_total_monthly
247,0.8674,6,True,1,14,218.8,527.1,13,True,0.1186,0.023,0.0139,0.0,0.1058,0.6,7.8594,9.1645,0.0502,0.0975,0.0024,0.025,0.0001,0.0474,0.0003,2.7494,0.6122,1.0758,0.0202,1.1944,11.9143,9.4569,22.5656
248,1.0,11,True,4,7,250.0,600.0,15,True,0.1354,0.0262,0.0145,0.0,0.218,1.1,35.802,20.8656,0.0915,0.1125,0.005,0.0398,0.0001,0.099,0.0006,6.2597,1.3936,2.4494,0.031,2.5849,27.126,38.933,68.6439
249,0.2657,10,True,1,7,77.4,196.1,3,False,0.0422,0.0081,0.0114,0.0,0.077,1.0,2.9089,1.7051,0.0272,0.0225,0.0,0.012,0.0001,0.0294,0.0002,0.5115,0.1139,0.2002,0.0141,0.2424,2.217,4.2246,6.684
250,0.4264,2,False,0,14,115.2,284.5,6,True,0.0626,0.0121,0.0121,0.0,0.0207,0.2,0.0,0.0,0.0138,0.045,0.0004,0.009,0.0001,0.0085,0.0001,0.0,0.0001,0.0,0.0106,0.0626,0.0002,0.3323,0.3951
251,0.5683,1,True,4,14,148.6,362.6,8,False,0.0806,0.0156,0.0127,0.0,0.0127,0.1,21.595,25.2175,0.0136,0.06,0.0,0.0103,0.0001,0.0054,0.0,7.5653,1.6842,2.9603,0.0106,3.041,32.783,23.52,59.3439
252,0.8457,5,False,0,14,213.7,515.2,12,True,0.1158,0.0224,0.0138,0.0,0.0863,0.5,0.0,0.0,0.0431,0.09,0.0019,0.0225,0.0001,0.0386,0.0002,0.0,0.0001,0.0,0.0183,0.1158,0.0004,0.8372,0.9534
253,0.3026,8,False,0,7,86.1,216.4,4,False,0.0469,0.009,0.0116,0.0,0.0665,0.8,0.0,0.0,0.0252,0.03,0.0,0.0117,0.0001,0.026,0.0002,0.0,0.0001,0.0,0.0136,0.0469,0.0003,0.9935,1.0408
254,0.4509,9,True,4,14,121.0,298.0,6,True,0.0657,0.0127,0.0122,0.0,0.0968,0.9,17.7324,20.7278,0.0383,0.045,0.002,0.0173,0.0001,0.0402,0.0002,6.2184,1.3843,2.4333,0.017,2.499,26.9466,20.2983,49.7439
255,0.6555,10,False,0,14,169.0,410.5,9,True,0.0917,0.0177,0.013,0.0,0.1413,1.0,0.0,0.0,0.0577,0.0675,0.0031,0.0255,0.0001,0.0616,0.0004,0.0,0.0001,0.0,0.0221,0.0917,0.0005,1.4097,1.5019
256,0.587,5,True,3,30,152.9,372.8,8,True,0.083,0.0161,0.0128,0.0,0.065,0.5,16.6564,41.6743,0.031,0.06,0.0014,0.0162,0.0001,0.028,0.0002,12.5023,2.7832,4.8922,0.0151,4.9752,54.1769,20.185,79.3371
257,0.4248,3,True,1,14,114.8,283.6,6,True,0.0624,0.0121,0.0121,0.0,0.031,0.3,4.2177,4.9316,0.017,0.045,0.0006,0.0101,0.0001,0.0128,0.0001,1.4795,0.3294,0.5789,0.0115,0.6414,6.4113,4.9992,12.0519
258,0.4732,1,False,0,14,126.2,310.3,7,True,0.0686,0.0133,0.0123,0.0,0.0111,0.1,0.0,0.0,0.0116,0.0525,0.0002,0.0087,0.0001,0.0047,0.0,0.0,0.0001,0.0,0.01,0.0686,0.0001,0.2244,0.2932
259,0.225,2,False,0,14,67.9,173.8,3,False,0.0371,0.0071,0.0112,0.0,0.0141,0.2,0.0,0.0,0.0082,0.0225,0.0,0.0054,0.0001,0.0052,0.0,0.0,0.0,0.0,0.0092,0.0371,0.0002,0.2829,0.3201
260,0.4524,1,True,3,90,121.3,298.8,6,True,0.0659,0.0127,0.0122,0.0,0.0108,0.1,13.3344,100.1999,0.011,0.045,0.0002,0.0084,0.0001,0.0045,0.0,30.06,6.6917,11.7626,0.0099,11.8285,130.26,20.2408,162.3293
261,0.4467,11,False,0,30,120.0,295.7,6,True,0.0652,0.0126,0.0122,0.0,0.1175,1.1,0.0,0.0,0.0448,0.045,0.0024,0.0194,0.0001,0.0488,0.0003,0.0,0.0001,0.0,0.0187,0.0652,0.0004,1.4215,1.4871
262,0.5464,4,True,2,14,143.4,350.5,8,True,0.0779,0.0151,0.0126,0.0,0.0493,0.4,10.4375,12.1903,0.0252,0.06,0.0011,0.0139,0.0001,0.021,0.0001,3.6571,0.8142,1.431,0.0136,1.5089,15.8477,11.8634,29.2199
263,0.3889,10,False,0,14,106.4,263.9,5,True,0.0579,0.0112,0.0119,0.0,0.0973,1.0,0.0,0.0,0.0368,0.0375,0.002,0.0163,0.0001,0.0396,0.0002,0.0,0.0001,0.0,0.0167,0.0579,0.0004,1.2693,1.3276
264,0.5943,7,False,0,7,154.7,376.9,8,True,0.0839,0.0162,0.0128,0.0,0.0918,0.7,0.0,0.0,0.0399,0.06,0.002,0.0192,0.0001,0.0396,0.0002,0.0,0.0001,0.0,0.0175,0.0839,0.0004,0.9991,1.0834
265,0.7025,7,False,0,90,180.1,436.4,10,True,0.0977,0.0189,0.0132,0.0,0.1043,0.7,0.0,0.0,0.0464,0.075,0.0023,0.0223,0.0001,0.0458,0.0003,0.0,0.0001,0.0,0.0192,0.0977,0.0004,1.0475,1.1456
266,0.5311,6,False,0,14,139.8,342.1,7,False,0.0759,0.0147,0.0125,0.0,0.0725,0.6,0.0,0.0,0.0323,0.0525,0.0,0.0161,0.0001,0.0308,0.0002,0.0,0.0001,0.0,0.0155,0.0759,0.0003,0.8469,0.9231
267,0.5704,10,True,3,14,149.0,363.7,8,False,0.0809,0.0156,0.0127,0.0,0.1273,1.0,16.2466,18.9717,0.051,0.06,0.0,0.0226,0.0001,0.0546,0.0003,5.6915,1.2671,2.2271,0.0204,2.308,24.6637,18.8778,45.8495
268,0.5106,1,False,0,90,135.0,330.8,7,True,0.0733,0.0142,0.0124,0.0,0.0117,0.1,0.0,0.0,0.0123,0.0525,0.0002,0.0093,0.0001,0.005,0.0,0.0,0.0001,0.0,0.0102,0.0733,0.0002,0.228,0.3015
269,0.5,2,False,0,30,132.5,325.0,7,True,0.072,0.0139,0.0124,0.0,0.0231,0.2,0.0,0.0,0.0158,0.0525,0.0005,0.0104,0.0001,0.0098,0.0001,0.0,0.0001,0.0,0.0111,0.072,0.0002,0.3496,0.4218
270,0.3557,6,False,0,7,98.6,245.6,5,True,0.0537,0.0104,0.0118,0.0,0.0551,0.6,0.0,0.0,0.0231,0.0375,0.0011,0.0114,0.0001,0.0221,0.0001,0.0,0.0001,0.0,0.0131,0.0537,0.0003,0.7856,0.8395
271,0.5633,5,True,3,7,147.4,359.8,8,True,0.08,0.0155,0.0127,0.0,0.063,0.5,16.0725,9.3847,0.0299,0.06,0.0013,0.0156,0.0001,0.027,0.0002,2.8154,0.6268,1.1017,0.0148,1.1817,12.2004,17.4392,30.8213
272,0.4805,7,True,3,7,127.9,314.3,7,True,0.0695,0.0134,0.0123,0.0,0.0787,0.7,14.0299,8.1975,0.0333,0.0525,0.0017,0.0159,0.0001,0.033,0.0002,2.4593,0.5475,0.9623,0.0157,1.0318,10.6571,15.5339,27.2229
273,0.9186,9,True,2,14,230.9,555.2,13,False,0.1251,0.0242,0.0142,0.0,0.1662,0.9,16.5621,19.3093,0.0719,0.0975,0.0,0.0326,0.0001,0.075,0.0004,5.7928,1.2897,2.2667,0.0258,2.3918,25.1027,19.2592,46.7537
274,0.8147,8,True,2,7,206.4,498.1,12,True,0.1119,0.0217,0.0137,0.0,0.1341,0.8,14.8514,8.6604,0.0588,0.09,0.003,0.0273,0.0001,0.0598,0.0004,2.5981,0.5785,1.0167,0.0224,1.1286,11.259,16.6606,29.0482
275,0.5772,4,True,2,90,150.6,367.4,8,True,0.0818,0.0158,0.0127,0.0,0.0514,0.4,10.9433,82.1456,0.0263,0.06,0.0011,0.0145,0.0001,0.022,0.0001,24.6437,5.486,9.6432,0.0139,9.7249,106.7895,17.0471,133.5615
276,0.3474,4,True,2,90,96.6,241.1,5,False,0.0526,0.0101,0.0117,0.0,0.0362,0.4,7.1622,53.8922,0.0171,0.0375,0.0,0.0094,0.0001,0.0145,0.0001,16.1677,3.5991,6.3265,0.0115,6.3791,70.0601,11.3094,87.7485
277,0.2775,10,False,0,14,80.2,202.6,4,True,0.0437,0.0084,0.0114,0.0,0.0789,1.0,0.0,0.0,0.0282,0.03,0.0015,0.0124,0.0001,0.0304,0.0002,0.0,0.0,0.0,0.0144,0.0437,0.0003,1.2158,1.2599
278,0.7382,3,True,2,14,188.5,456.0,11,False,0.1022,0.0198,0.0134,0.0,0.0465,0.3,13.5935,15.8588,0.0277,0.0825,0.0,0.0164,0.0001,0.0205,0.0001,4.7576,1.0592,1.8617,0.0143,1.9639,20.6166,15.1938,37.7743
279,0.5525,7,False,0,14,144.8,353.9,8,True,0.0786,0.0152,0.0126,0.0,0.087,0.7,0.0,0.0,0.0375,0.06,0.0019,0.018,0.0001,0.0372,0.0002,0.0,0.0001,0.0,0.0168,0.0786,0.0004,0.9863,1.0653
280,0.596,7,False,0,7,155.1,377.8,8,True,0.0842,0.0163,0.0128,0.0,0.092,0.7,0.0,0.0,0.04,0.06,0.002,0.0192,0.0001,0.0397,0.0002,0.0,0.0001,0.0,0.0175,0.0842,0.0004,0.9996,1.0842
281,0.1511,10,False,0,30,50.5,133.1,2,False,0.0277,0.0053,0.0109,0.0,0.0581,1.0,0.0,0.0,0.0183,0.015,0.0,0.008,0.0001,0.02,0.0001,0.0,0.0,0.0,0.0118,0.0277,0.0003,1.1475,1.1754
282,0.6855,9,False,0,7,176.1,427.0,10,False,0.0955,0.0185,0.0132,0.0,0.1316,0.9,0.0,0.0,0.0552,0.075,0.0,0.025,0.0001,0.0576,0.0003,0.0,0.0001,0.0,0.0215,0.0955,0.0005,1.2977,1.3937
283,0.5909,6,False,0,7,153.9,375.0,8,False,0.0835,0.0162,0.0128,0.0,0.0784,0.6,0.0,0.0,0.0355,0.06,0.0,0.0177,0.0001,0.0337,0.0002,0.0,0.0001,0.0,0.0163,0.0835,0.0003,0.8706,0.9544
284,0.2779,4,False,0,14,80.3,202.9,4,True,0.0438,0.0084,0.0114,0.0,0.0316,0.4,0.0,0.0,0.0143,0.03,0.0006,0.0079,0.0001,0.0122,0.0001,0.0,0.0,0.0,0.0108,0.0438,0.0002,0.5273,0.5713
285,0.4057,5,False,0,7,110.3,273.1,6,False,0.06,0.0116,0.012,0.0,0.05,0.5,0.0,0.0,0.0226,0.045,0.0,0.0117,0.0001,0.0205,0.0001,0.0,0.0001,0.0,0.0129,0.06,0.0002,0.6865,0.7467
286,0.5527,5,False,0,14,144.9,354.0,8,True,0.0787,0.0152,0.0126,0.0,0.0622,0.5,0.0,0.0,0.0295,0.06,0.0013,0.0153,0.0001,0.0266,0.0002,0.0,0.0001,0.0,0.0147,0.0787,0.0003,0.7375,0.8164
287,0.5105,3,False,0,30,135.0,330.8,7,True,0.0733,0.0142,0.0124,0.0,0.0352,0.3,0.0,0.0,0.0199,0.0525,0.0007,0.0118,0.0001,0.0149,0.0001,0.0,0.0001,0.0,0.0122,0.0733,0.0002,0.4739,0.5474
288,0.4416,8,False,0,30,118.8,292.9,6,True,0.0646,0.0125,0.0121,0.0,0.0848,0.8,0.0,0.0,0.0343,0.045,0.0018,0.0159,0.0001,0.0351,0.0002,0.0,0.0001,0.0,0.016,0.0646,0.0003,1.0576,1.1225
289,0.4793,3,False,0,14,127.6,313.6,7,True,0.0693,0.0134,0.0123,0.0,0.0337,0.3,0.0,0.0,0.0189,0.0525,0.0007,0.0112,0.0001,0.0141,0.0001,0.0,0.0001,0.0,0.0119,0.0693,0.0002,0.4688,0.5383
290,0.4496,8,True,3,30,120.7,297.3,6,True,0.0656,0.0127,0.0122,0.0,0.0859,0.8,13.2662,33.2302,0.0348,0.045,0.0018,0.0162,0.0001,0.0357,0.0002,9.9691,2.2193,3.9009,0.0161,3.9665,43.1997,16.5458,63.7119
291,0.5305,10,False,0,14,139.7,341.8,7,True,0.0758,0.0147,0.0125,0.0,0.1207,1.0,0.0,0.0,0.0479,0.0525,0.0026,0.0212,0.0001,0.0513,0.0003,0.0,0.0001,0.0,0.0196,0.0758,0.0004,1.3429,1.4192
292,0.7943,12,False,0,30,201.7,486.9,11,False,0.1093,0.0212,0.0136,0.0,0.197,1.2,0.0,0.0,0.0796,0.0825,0.0,0.034,0.0001,0.0876,0.0005,0.0,0.0001,0.0,0.0279,0.1093,0.0007,1.7436,1.8536
293,0.05,2,False,0,14,26.8,77.5,0,False,0.0149,0.0028,0.0105,0.0,0.0083,0.2,0.0,0.0,0.0033,0.0,0.0,0.0022,0.0001,0.0023,0.0,0.0,0.0,0.0,0.0079,0.0149,0.0001,0.2373,0.2523
294,0.4526,10,False,0,7,121.4,298.9,6,False,0.066,0.0127,0.0122,0.0,0.1078,1.0,0.0,0.0,0.0418,0.045,0.0,0.0185,0.0001,0.0448,0.0003,0.0,0.0001,0.0,0.018,0.066,0.0004,1.301,1.3673
295,0.5353,2,False,0,90,140.8,344.4,8,True,0.0765,0.0148,0.0125,0.0,0.0243,0.2,0.0,0.0,0.0168,0.06,0.0005,0.011,0.0001,0.0103,0.0001,0.0,0.0001,0.0,0.0114,0.0765,0.0002,0.3618,0.4385
296,0.5592,5,False,0,14,146.4,357.6,8,False,0.0795,0.0154,0.0126,0.0,0.0627,0.5,0.0,0.0,0.0297,0.06,0.0,0.0155,0.0001,0.0268,0.0002,0.0,0.0001,0.0,0.0148,0.0795,0.0003,0.7377,0.8174
297,0.4256,3,False,0,7,115.0,284.1,6,True,0.0625,0.0121,0.0121,0.0,0.031,0.3,0.0,0.0,0.017,0.045,0.0006,0.0101,0.0001,0.0128,0.0001,0.0,0.0001,0.0,0.0115,0.0625,0.0002,0.4522,0.515
298,0.1487,2,True,3,7,49.9,131.8,2,True,0.0274,0.0052,0.0109,0.0,0.0115,0.2,5.838,3.4366,0.0061,0.015,0.0002,0.004,0.0001,0.004,0.0,1.031,0.2295,0.4034,0.0086,0.4308,4.4677,6.333,11.2316
299,0.5656,3,True,2,14,147.9,361.1,8,False,0.0803,0.0155,0.0127,0.0,0.0379,0.3,10.7529,12.5569,0.0218,0.06,0.0,0.0129,0.0001,0.0162,0.0001,3.7671,0.8387,1.4741,0.0127,1.5544,16.3242,12.0813,29.9599
300,0.8455,1,True,4,14,213.7,515.0,12,True,0.1158,0.0224,0.0138,0.0,0.0173,0.1,30.7164,35.8199,0.0195,0.09,0.0004,0.0148,0.0001,0.0077,0.0,10.746,2.3923,4.2049,0.0121,4.3208,46.566,33.4067,84.2934
301,0.1932,10,True,3,14,60.4,156.3,2,True,0.033,0.0063,0.0111,0.0,0.065,1.0,6.9382,8.1519,0.0216,0.015,0.0012,0.0095,0.0001,0.0234,0.0001,2.4456,0.5444,0.957,0.0127,0.99,10.5978,8.6484,20.2362
302,0.6728,1,True,2,30,173.1,420.0,10,True,0.0939,0.0182,0.0131,0.0,0.0144,0.1,12.5163,31.3,0.0159,0.075,0.0003,0.012,0.0001,0.0063,0.0,9.39,2.0904,3.6743,0.0112,3.7682,40.6901,14.873,59.3314
303,0.4343,5,False,0,14,117.1,288.9,6,True,0.0636,0.0123,0.0121,0.0,0.0524,0.5,0.0,0.0,0.0239,0.045,0.0011,0.0124,0.0001,0.0217,0.0001,0.0,0.0001,0.0,0.0133,0.0636,0.0003,0.6942,0.7581
304,0.4877,9,False,0,14,129.6,318.3,7,False,0.0704,0.0136,0.0123,0.0,0.1023,0.9,0.0,0.0,0.041,0.0525,0.0,0.0185,0.0001,0.043,0.0003,0.0,0.0001,0.0,0.0177,0.0704,0.0004,1.201,1.2718
305,0.2894,12,True,3,14,83.0,209.2,4,True,0.0453,0.0087,0.0115,0.0,0.0971,1.2,9.3125,10.9117,0.0339,0.03,0.0019,0.0144,0.0001,0.0377,0.0002,3.2735,0.7288,1.2809,0.0159,1.3262,14.1856,11.4923,27.0041
306,0.4331,11,False,0,30,116.8,288.2,6,True,0.0635,0.0123,0.0121,0.0,0.1151,1.1,0.0,0.0,0.0436,0.045,0.0024,0.0189,0.0001,0.0476,0.0003,0.0,0.0001,0.0,0.0184,0.0635,0.0004,1.4154,1.4793
307,0.76,2,True,2,7,193.6,468.0,11,True,0.105,0.0203,0.0135,0.0,0.0317,0.2,13.9519,8.1377,0.023,0.0825,0.0007,0.0151,0.0001,0.014,0.0001,2.4413,0.5436,0.9553,0.013,1.0603,10.5792,14.9095,26.5489
308,0.6165,12,False,0,7,159.9,389.1,9,True,0.0868,0.0168,0.0129,0.0,0.1618,1.2,0.0,0.0,0.0636,0.0675,0.0035,0.0271,0.0001,0.07,0.0004,0.0,0.0001,0.0,0.0237,0.0868,0.0006,1.647,1.7343
309,0.8465,8,True,3,14,213.9,515.6,12,False,0.1159,0.0225,0.0139,0.0,0.1382,0.8,23.0618,26.8934,0.0608,0.09,0.0,0.0283,0.0001,0.0619,0.0004,8.068,1.7961,3.157,0.0229,3.273,34.9619,26.0964,64.3312
310,0.7355,3,False,0,30,187.8,454.5,11,False,0.1019,0.0197,0.0134,0.0,0.0463,0.3,0.0,0.0,0.0276,0.0825,0.0,0.0164,0.0001,0.0205,0.0001,0.0,0.0001,0.0,0.0142,0.1019,0.0002,0.5407,0.6428
311,0.5878,6,True,4,30,153.1,373.3,8,False,0.0831,0.0161,0.0128,0.0,0.0781,0.6,22.2369,55.6366,0.0353,0.06,0.0,0.0176,0.0001,0.0336,0.0002,16.691,3.7156,6.5312,0.0163,6.6144,72.3279,26.8222,105.7645
312,0.8488,12,False,0,14,214.5,516.8,12,False,0.1162,0.0225,0.0139,0.0,0.2078,1.2,0.0,0.0,0.0846,0.09,0.0,0.0361,0.0001,0.093,0.0006,0.0,0.0001,0.0,0.0292,0.1162,0.0007,1.7773,1.8942
313,0.5878,5,True,2,30,153.1,373.3,8,True,0.0831,0.0161,0.0128,0.0,0.0651,0.5,11.1182,27.8175,0.031,0.06,0.0014,0.0162,0.0001,0.028,0.0002,8.3453,1.8578,3.2655,0.0151,3.3487,36.1631,13.7216,53.2333
314,0.6656,3,False,0,14,171.4,416.1,9,False,0.093,0.018,0.0131,0.0,0.0429,0.3,0.0,0.0,0.0251,0.0675,0.0,0.015,0.0001,0.0187,0.0001,0.0,0.0001,0.0,0.0136,0.093,0.0002,0.514,0.6072
315,0.4407,11,True,4,7,118.6,292.4,6,True,0.0644,0.0124,0.0121,0.0,0.1164,1.1,17.3948,10.1677,0.0443,0.045,0.0024,0.0192,0.0001,0.0482,0.0003,3.0503,0.6791,1.1936,0.0186,1.258,13.2184,19.4926,33.9691
316,0.5133,12,False,0,7,135.6,332.3,7,True,0.0737,0.0142,0.0124,0.0,0.1414,1.2,0.0,0.0,0.0542,0.0525,0.003,0.0231,0.0001,0.0598,0.0004,0.0,0.0001,0.0,0.0212,0.0737,0.0005,1.582,1.6561
317,0.3605,12,False,0,7,99.7,248.3,5,True,0.0543,0.0105,0.0118,0.0,0.1112,1.2,0.0,0.0,0.0404,0.0375,0.0022,0.0172,0.0001,0.0447,0.0003,0.0,0.0001,0.0,0.0176,0.0543,0.0004,1.493,1.5477
318,0.6979,12,False,0,14,179.0,433.9,10,True,0.0971,0.0188,0.0132,0.0,0.178,1.2,0.0,0.0,0.0709,0.075,0.0039,0.0303,0.0001,0.0781,0.0005,0.0,0.0001,0.0,0.0256,0.0971,0.0006,1.6939,1.7916
319,0.2643,11,False,0,14,77.1,195.4,3,False,0.0421,0.0081,0.0114,0.0,0.0844,1.1,0.0,0.0,0.0293,0.0225,0.0,0.0127,0.0001,0.0322,0.0002,0.0,0.0,0.0,0.0147,0.0421,0.0003,1.3154,1.3578
320,0.6565,6,False,0,14,169.3,411.1,9,True,0.0918,0.0178,0.013,0.0,0.0849,0.6,0.0,0.0,0.0389,0.0675,0.0018,0.0194,0.0001,0.037,0.0002,0.0,0.0001,0.0,0.0172,0.0918,0.0003,0.8977,0.9899
321,0.4619,3,True,1,14,123.5,304.0,6,False,0.0671,0.013,0.0122,0.0,0.0328,0.3,4.523,5.2864,0.0182,0.045,0.0,0.0108,0.0001,0.0137,0.0001,1.5859,0.3531,0.6206,0.0118,0.6877,6.8726,5.3336,12.8939
322,0.7342,8,True,4,14,187.5,453.8,11,True,0.1017,0.0197,0.0134,0.0,0.1234,0.8,27.0561,31.5653,0.0535,0.0825,0.0027,0.0249,0.0001,0.0545,0.0003,9.4696,2.1081,3.7055,0.021,3.8072,41.0353,30.3598,75.2023
323,0.6502,3,True,4,30,167.8,407.6,9,True,0.091,0.0176,0.013,0.0,0.0421,0.3,24.2891,60.748,0.0246,0.0675,0.0009,0.0147,0.0001,0.0183,0.0001,18.2244,4.057,7.1313,0.0135,7.2223,78.9727,28.8584,115.0534
324,0.8641,6,True,3,30,218.1,525.3,12,False,0.1182,0.0229,0.0139,0.0,0.1054,0.6,23.4978,58.7148,0.0499,0.09,0.0,0.0249,0.0001,0.0473,0.0003,17.6144,3.9213,6.8926,0.0201,7.0108,76.3297,28.3935,111.734
325,0.6462,8,False,0,14,166.8,405.4,9,True,0.0905,0.0175,0.013,0.0,0.1118,0.8,0.0,0.0,0.0477,0.0675,0.0024,0.0222,0.0001,0.0486,0.0003,0.0,0.0001,0.0,0.0195,0.0905,0.0004,1.1504,1.2413
326,0.1856,12,False,0,14,58.6,152.1,2,True,0.0321,0.0062,0.0111,0.0,0.0765,1.2,0.0,0.0,0.0245,0.015,0.0014,0.0104,0.0001,0.0274,0.0002,0.0,0.0,0.0,0.0134,0.0321,0.0003,1.3857,1.4181
327,0.4866,4,False,0,14,129.4,317.6,7,True,0.0703,0.0136,0.0123,0.0,0.0454,0.4,0.0,0.0,0.0227,0.0525,0.001,0.0125,0.0001,0.0191,0.0001,0.0,0.0001,0.0,0.013,0.0703,0.0002,0.5921,0.6626
328,0.2656,4,False,0,14,77.4,196.1,3,False,0.0422,0.0081,0.0114,0.0,0.0308,0.4,0.0,0.0,0.0137,0.0225,0.0,0.0076,0.0001,0.0118,0.0001,0.0,0.0,0.0,0.0106,0.0422,0.0002,0.5166,0.559
329,0.3963,9,False,0,14,108.1,268.0,5,False,0.0588,0.0114,0.0119,0.0,0.0887,0.9,0.0,0.0,0.0343,0.0375,0.0,0.0155,0.0001,0.0362,0.0002,0.0,0.0001,0.0,0.016,0.0588,0.0003,1.1516,1.2108
330,0.8022,1,False,0,14,203.5,491.2,12,True,0.1103,0.0214,0.0137,0.0,0.0166,0.1,0.0,0.0,0.0186,0.09,0.0004,0.0141,0.0001,0.0074,0.0,0.0,0.0001,0.0,0.0119,0.1103,0.0002,0.294,0.4045
331,0.6275,7,False,0,30,162.5,395.1,9,True,0.0882,0.0171,0.0129,0.0,0.0957,0.7,0.0,0.0,0.042,0.0675,0.0021,0.0201,0.0001,0.0415,0.0002,0.0,0.0001,0.0,0.018,0.0882,0.0004,1.0169,1.1054
332,0.3602,9,True,3,14,99.7,248.1,5,True,0.0542,0.0105,0.0118,0.0,0.0833,0.9,11.0598,12.9428,0.0318,0.0375,0.0017,0.0144,0.0001,0.0335,0.0002,3.8828,0.8644,1.5194,0.0153,1.5736,16.826,13.064,31.4636
333,0.2973,7,False,0,7,84.9,213.5,4,True,0.0462,0.0089,0.0115,0.0,0.0575,0.7,0.0,0.0,0.0224,0.03,0.0011,0.0107,0.0001,0.0224,0.0001,0.0,0.0001,0.0,0.0129,0.0462,0.0003,0.8775,0.924
334,0.5066,5,False,0,14,134.0,328.6,7,True,0.0728,0.0141,0.0124,0.0,0.0584,0.5,0.0,0.0,0.0273,0.0525,0.0012,0.0142,0.0001,0.0246,0.0001,0.0,0.0001,0.0,0.0141,0.0728,0.0003,0.7189,0.792
335,0.2567,10,True,2,30,75.3,191.2,3,True,0.0411,0.0079,0.0114,0.0,0.0755,1.0,5.6697,14.2466,0.0265,0.0225,0.0014,0.0117,0.0001,0.0287,0.0002,4.274,0.9515,1.6724,0.014,1.7135,18.5209,7.8207,28.0551
336,0.3658,5,True,3,7,101.0,251.2,5,True,0.0549,0.0106,0.0118,0.0,0.0467,0.5,11.197,6.5511,0.0207,0.0375,0.0009,0.0108,0.0001,0.0188,0.0001,1.9653,0.4376,0.769,0.0124,0.824,8.5167,12.3049,21.6456
337,0.5624,9,False,0,30,147.2,359.3,8,True,0.0799,0.0155,0.0126,0.0,0.1133,0.9,0.0,0.0,0.0463,0.06,0.0024,0.021,0.0001,0.0485,0.0003,0.0,0.0001,0.0,0.0191,0.0799,0.0004,1.2389,1.3192
338,0.7311,6,False,0,7,186.8,452.1,10,True,0.1013,0.0196,0.0134,0.0,0.0923,0.6,0.0,0.0,0.0429,0.075,0.002,0.0214,0.0001,0.0407,0.0002,0.0,0.0001,0.0,0.0182,0.1013,0.0004,0.9256,1.0272
339,0.6218,1,False,0,14,161.1,392.0,9,True,0.0874,0.0169,0.0129,0.0,0.0136,0.1,0.0,0.0,0.0147,0.0675,0.0003,0.0111,0.0001,0.0059,0.0,0.0,0.0001,0.0,0.0109,0.0874,0.0002,0.2539,0.3415
340,0.05,7,False,0,14,26.8,77.5,0,True,0.0149,0.0028,0.0105,0.0,0.029,0.7,0.0,0.0,0.0077,0.0,0.0004,0.0036,0.0001,0.0081,0.0,0.0,0.0,0.0,0.009,0.0149,0.0002,0.7712,0.7863
341,0.5609,1,True,2,7,146.8,358.5,8,False,0.0797,0.0154,0.0126,0.0,0.0126,0.1,10.6751,6.2333,0.0134,0.06,0.0,0.0102,0.0001,0.0054,0.0,1.87,0.4164,0.7317,0.0105,0.8114,8.1034,11.3316,20.2464
342,0.5144,12,True,3,90,135.9,332.9,7,True,0.0738,0.0143,0.0124,0.0,0.1416,1.2,14.8657,111.6426,0.0543,0.0525,0.003,0.0231,0.0001,0.0599,0.0004,33.4928,7.4559,13.1059,0.0212,13.1797,145.1359,23.904,182.2196
343,0.5828,8,False,0,14,152.0,370.5,8,False,0.0825,0.016,0.0127,0.0,0.1034,0.8,0.0,0.0,0.0435,0.06,0.0,0.0202,0.0001,0.0445,0.0003,0.0,0.0001,0.0,0.0184,0.0825,0.0004,1.1188,1.2017
344,0.8232,5,False,0,90,208.5,502.8,12,True,0.113,0.0219,0.0138,0.0,0.0845,0.5,0.0,0.0,0.0421,0.09,0.0019,0.0219,0.0001,0.0377,0.0002,0.0,0.0001,0.0,0.018,0.113,0.0004,0.8319,0.9452
345,0.0874,6,False,0,14,35.5,98.0,1,True,0.0196,0.0037,0.0106,0.0,0.0285,0.6,0.0,0.0,0.0089,0.0075,0.0004,0.0043,0.0001,0.0088,0.0001,0.0,0.0,0.0,0.0093,0.0196,0.0002,0.6822,0.702
346,0.3818,8,False,0,30,104.7,260.0,5,True,0.057,0.011,0.0119,0.0,0.0769,0.8,0.0,0.0,0.0304,0.0375,0.0016,0.0141,0.0001,0.0312,0.0002,0.0,0.0001,0.0,0.015,0.057,0.0003,1.0295,1.0868
347,0.6182,4,True,1,90,160.3,390.0,9,True,0.087,0.0168,0.0129,0.0,0.0541,0.4,5.8091,43.5942,0.028,0.0675,0.0012,0.0155,0.0001,0.0234,0.0001,13.0783,2.9114,5.1176,0.0144,5.2045,56.6727,9.3542,71.2314
